Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-10-04T17:12:23.738Z","On-Demand","claude-4.5-sonnet","No","43757","77940","494863","30162","646722","0.93"
"2025-10-04T17:12:09.571Z","Errored, Not Charged","claude-4.5-sonnet","No","0","25833","0","5","25838","0.004"
"2025-10-04T17:10:31.597Z","On-Demand","claude-4.5-sonnet","No","17913","69139","283379","1217","371648","0.23"
"2025-10-04T17:07:09.379Z","On-Demand","claude-4.5-sonnet","No","34514","30300","123094","2344","190252","0.24"
"2025-10-04T17:05:30.908Z","On-Demand","claude-4.5-sonnet","No","76631","62205","572281","2385","713502","0.58"
"2025-10-04T16:53:40.493Z","On-Demand","claude-4.5-sonnet","No","1529","17859","31624","384","51396","0.03"
"2025-10-04T16:48:23.591Z","On-Demand","claude-4.5-sonnet","No","1062","16471","61974","993","80500","0.04"
"2025-10-04T16:47:47.323Z","On-Demand","claude-4.5-sonnet","No","21309","16652","37916","570","76447","0.11"
"2025-10-04T16:47:39.834Z","On-Demand","claude-4.5-sonnet","No","208758","193504","515596","18210","936068","1.09"
"2025-10-04T16:43:10.036Z","Included","auto","No","0","3374","0","62","3436","0.005"
"2025-10-04T16:41:27.491Z","Included","auto","No","0","3253","0","56","3309","0.004"
"2025-10-04T16:40:02.949Z","On-Demand","claude-4.5-sonnet","No","17691","13927","55888","1209","88715","0.12"
"2025-10-04T16:32:34.601Z","On-Demand","claude-4.5-sonnet","No","157715","104793","322817","784","586109","0.76"
"2025-10-04T16:30:50.034Z","On-Demand","claude-4.5-sonnet","No","142557","95945","155687","296","394485","0.64"
"2025-10-04T16:21:09.918Z","On-Demand","claude-4.5-sonnet","No","5756","8665","122525","1273","138219","0.09"
"2025-10-04T16:20:25.994Z","On-Demand","claude-4.5-sonnet","No","5552","2995","38222","546","47315","0.05"
"2025-10-04T16:18:39.418Z","On-Demand","claude-4.5-sonnet","No","14134","93831","1119360","4611","1231936","0.51"
"2025-10-04T16:13:02.844Z","On-Demand","claude-4.5-sonnet","No","1529","77205","392693","4314","475741","0.21"
"2025-10-04T16:10:55.409Z","On-Demand","claude-4.5-sonnet","No","8461","74678","996785","3106","1083030","0.41"
"2025-10-04T16:09:24.104Z","Errored, Not Charged","claude-4.5-sonnet","No","5968","68468","703109","2559","780104","0.30"
"2025-10-04T16:05:22.551Z","On-Demand","claude-4.5-sonnet","No","106401","67133","573255","1490","748279","0.63"
"2025-10-04T15:10:56.647Z","On-Demand","claude-4.5-sonnet","No","97898","60397","427746","768","586809","0.53"
"2025-10-04T14:56:44.352Z","On-Demand","claude-4.5-sonnet","No","7966","66830","879034","1903","955733","0.37"
"2025-10-04T14:53:04.684Z","On-Demand","claude-4.5-sonnet","No","5034","53470","547509","1646","607659","0.23"
"2025-10-04T14:51:59.346Z","Errored, Not Charged","claude-4.5-sonnet","No","0","49050","0","7","49057","0.01"
"2025-10-04T14:50:04.250Z","On-Demand","claude-4.5-sonnet","No","6524","51276","421800","1662","481262","0.20"
"2025-10-04T14:47:48.084Z","On-Demand","claude-4.5-sonnet","No","72155","49690","331433","1554","454832","0.41"
"2025-10-04T14:32:27.026Z","On-Demand","claude-4.5-sonnet","No","5030","48925","295650","1548","351153","0.16"
"2025-10-04T14:28:51.310Z","On-Demand","claude-4.5-sonnet","No","12448","46403","322138","1205","382194","0.20"
"2025-10-04T14:24:56.531Z","On-Demand","claude-4.5-sonnet","No","13372","38109","530584","1933","583998","0.28"
"2025-10-04T14:21:38.150Z","Errored, Not Charged","claude-4.5-sonnet","No","39745","184331","220982","18969","464027","0.34"
"2025-10-04T14:19:01.594Z","On-Demand","claude-4.5-sonnet","No","4281","95347","829740","3534","932902","0.35"
"2025-10-04T14:16:50.495Z","Errored, Not Charged","claude-4.5-sonnet","No","19028","88453","1082554","3868","1193903","0.51"
"2025-10-04T14:10:57.586Z","On-Demand","claude-4.5-sonnet","No","10129","78039","702363","5998","796529","0.37"
"2025-10-04T14:07:45.220Z","On-Demand","claude-4.5-sonnet","No","125091","75364","275746","5524","481725","0.66"
"2025-10-04T13:57:53.001Z","On-Demand","claude-4.5-sonnet","No","13400","77576","612453","6597","710026","0.38"
"2025-10-04T13:51:05.452Z","On-Demand","claude-4.5-sonnet","No","105309","70650","1330199","7075","1513233","0.95"
"2025-10-04T13:33:42.428Z","On-Demand","claude-4.5-sonnet","No","15864","64179","1053829","6141","1140013","0.52"
"2025-10-04T13:22:42.767Z","On-Demand","claude-4.5-sonnet","No","118758","224413","2358129","24038","2725338","1.52"
"2025-10-04T13:15:08.488Z","On-Demand","claude-4.5-sonnet","No","155526","110634","2822398","7625","3096183","1.63"
"2025-10-04T13:02:44.155Z","On-Demand","claude-4.5-sonnet","No","14247","92872","1104628","3148","1214895","0.48"
"2025-10-04T12:54:27.201Z","On-Demand","claude-4.5-sonnet","No","27209","94262","2098319","12926","2232716","1.03"
"2025-10-04T12:51:17.635Z","On-Demand","claude-4.5-sonnet","No","92223","75251","974744","6908","1149126","0.80"
"2025-10-04T12:43:06.969Z","Errored, Not Charged","claude-4.5-sonnet","No","77937","133917","1264746","6624","1483224","0.87"
"2025-10-04T12:39:59.781Z","On-Demand","claude-4.5-sonnet","No","158215","129542","959638","7368","1254763","1.10"
"2025-10-04T12:35:47.974Z","On-Demand","claude-4.5-sonnet","No","252004","107830","1179370","9282","1548486","1.50"
"2025-10-04T12:29:30.226Z","On-Demand","claude-4.5-sonnet","No","19839","107039","2201659","8453","2336990","0.95"
"2025-10-04T12:25:56.554Z","Errored, Not Charged","claude-4.5-sonnet","No","137299","91757","2004777","10064","2243897","1.36"
"2025-10-04T12:19:06.179Z","On-Demand","claude-4.5-sonnet","No","9955","66898","801045","4274","882172","0.38"
"2025-10-04T12:16:56.288Z","On-Demand","claude-4.5-sonnet","No","98887","66871","946169","5549","1117476","0.79"
"2025-10-04T12:06:34.441Z","On-Demand","claude-4.5-sonnet","No","13657","56331","791503","6573","868064","0.43"
"2025-10-04T11:51:02.199Z","On-Demand","claude-4.5-sonnet","No","279379","218860","1704693","17767","2220699","1.87"
"2025-10-04T08:49:04.762Z","On-Demand","claude-4.5-sonnet","No","27205","119493","2734332","19593","2900623","1.33"
"2025-10-04T08:48:36.128Z","Errored, Not Charged","claude-4.5-sonnet","No","2197","87008","382561","1033","472799","0.16"
"2025-10-04T08:47:14.398Z","On-Demand","claude-4.5-sonnet","No","8688","87462","1478589","2426","1577165","0.55"
"2025-10-04T08:44:44.672Z","On-Demand","claude-4.5-sonnet","No","108654","79990","457344","4928","650916","0.65"
"2025-10-04T08:27:25.178Z","On-Demand","claude-4.5-sonnet","No","15152","92511","1302851","11616","1422130","0.72"
"2025-10-04T08:25:59.599Z","Errored, Not Charged","claude-4.5-sonnet","No","29095","88178","268695","4912","390880","0.37"
"2025-10-04T08:22:45.178Z","On-Demand","claude-4.5-sonnet","No","45982","38174","215058","4540","303754","0.34"
"2025-10-04T08:15:50.355Z","On-Demand","claude-4.5-sonnet","No","51960","147764","474294","6852","680870","0.56"
"2025-10-04T08:13:47.673Z","On-Demand","claude-4.5-sonnet","No","10921","118198","802445","3328","934892","0.39"
"2025-10-04T08:12:36.064Z","On-Demand","claude-4.5-sonnet","No","145646","108580","468827","2499","725552","0.76"
"2025-10-04T08:09:51.461Z","On-Demand","claude-4.5-sonnet","No","21512","111241","1056244","10451","1199448","0.65"
"2025-10-04T08:08:53.852Z","Errored, Not Charged","claude-4.5-sonnet","No","0","82859","0","8","82867","0.01"
"2025-10-04T08:05:53.184Z","On-Demand","claude-4.5-sonnet","No","114941","87051","714104","3009","919105","0.74"
"2025-10-03T23:12:07.835Z","On-Demand","claude-4.5-sonnet","No","100766","72924","118166","1432","293288","0.45"
"2025-10-03T22:57:50.546Z","On-Demand","claude-4.5-sonnet","No","98556","86290","1700197","28197","1913240","1.56"
"2025-10-03T22:54:47.777Z","On-Demand","claude-4.5-sonnet","No","11443","83582","331948","1114","428087","0.20"
"2025-10-03T22:51:40.663Z","On-Demand","claude-4.5-sonnet","No","8418","77381","830033","2716","918548","0.35"
"2025-10-03T22:48:59.330Z","On-Demand","claude-4.5-sonnet","No","12798","75514","499647","1622","589581","0.27"
"2025-10-03T22:47:15.370Z","On-Demand","claude-4.5-sonnet","No","104452","72361","1107721","3584","1288118","0.81"
"2025-10-03T22:44:13.665Z","On-Demand","claude-4.5-sonnet","No","82211","78132","1104244","3947","1268534","0.80"
"2025-10-03T22:33:22.221Z","On-Demand","claude-4.5-sonnet","No","74347","198934","1343573","20176","1637030","0.89"
"2025-10-03T22:32:05.626Z","Errored, Not Charged","claude-4.5-sonnet","No","0","98689","0","58","98747","0.02"
"2025-10-03T22:27:32.646Z","On-Demand","claude-4.5-sonnet","No","95082","66961","716970","2942","881955","0.65"
"2025-10-03T22:24:06.446Z","On-Demand","claude-4.5-sonnet","No","137919","111218","1948481","6411","2204029","1.30"
"2025-10-03T22:16:54.950Z","On-Demand","claude-4.5-sonnet","No","8054","84492","1018078","3937","1114561","0.45"
"2025-10-03T22:14:48.123Z","On-Demand","claude-4.5-sonnet","No","100533","72281","326354","1023","500191","0.52"
"2025-10-03T22:12:16.111Z","On-Demand","claude-4.5-sonnet","No","87697","78501","1683989","9646","1859833","1.08"
"2025-10-03T22:04:06.493Z","On-Demand","claude-4.5-sonnet","No","7333","109319","567977","1031","685660","0.27"
"2025-10-03T22:00:54.698Z","Errored, Not Charged","claude-4.5-sonnet","No","10833","93396","266858","302","371389","0.15"
"2025-10-03T21:57:59.244Z","On-Demand","claude-4.5-sonnet","No","7307","94996","866242","3506","972051","0.40"
"2025-10-03T21:57:32.782Z","Errored, Not Charged","claude-4.5-sonnet","No","0","780","121613","200","122593","0.04"
"2025-10-03T21:56:55.861Z","On-Demand","claude-4.5-sonnet","No","115122","82209","377202","1732","576265","0.59"
"2025-10-03T21:42:27.294Z","On-Demand","claude-4.5-sonnet","No","120721","81131","948166","2131","1152149","0.83"
"2025-10-03T21:38:38.857Z","On-Demand","claude-4.5-sonnet","No","83959","74505","591494","5544","755502","0.67"
"2025-10-03T21:34:50.257Z","On-Demand","claude-4.5-sonnet","No","6446","57560","499075","2652","565733","0.26"
"2025-10-03T21:34:37.682Z","Errored, Not Charged","claude-4.5-sonnet","No","57617","41367","9253","275","108512","0.23"
"2025-10-03T21:28:38.269Z","On-Demand","claude-4.5-sonnet","No","224479","152561","2956152","12752","3345944","2.06"
"2025-10-03T21:11:04.156Z","On-Demand","claude-4.5-sonnet","No","20176","116971","1083557","4934","1225638","0.55"
"2025-10-03T21:05:48.897Z","On-Demand","claude-4.5-sonnet","No","13776","103480","801255","2937","921448","0.42"
"2025-10-03T21:05:08.347Z","Errored, Not Charged","claude-4.5-sonnet","No","15427","79362","408413","2371","505573","0.25"
"2025-10-03T21:03:31.656Z","On-Demand","claude-4.5-sonnet","No","12546","82504","351329","1058","447437","0.24"
"2025-10-03T21:01:39.701Z","Errored, Not Charged","claude-4.5-sonnet","No","29318","63870","1070021","3727","1166936","0.57"
"2025-10-03T20:58:41.918Z","On-Demand","claude-4.5-sonnet","No","43308","250571","296178","13690","603747","0.42"
"2025-10-03T20:57:03.711Z","Errored, Not Charged","claude-4.5-sonnet","No","17549","123250","1283094","2271","1426164","0.54"
"2025-10-03T20:53:45.144Z","On-Demand","claude-4.5-sonnet","No","27008","126301","1926438","7562","2087309","0.92"
"2025-10-03T20:52:24.141Z","On-Demand","claude-4.5-sonnet","No","7109","46854","608166","3329","665458","0.30"
"2025-10-03T20:50:40.877Z","On-Demand","claude-4.5-sonnet","No","19041","94699","686213","2994","802947","0.39"
"2025-10-03T20:47:12.221Z","On-Demand","claude-4.5-sonnet","No","21667","41328","648265","5269","716529","0.43"
"2025-10-03T20:45:40.769Z","On-Demand","claude-4.5-sonnet","No","92658","83830","1252597","3973","1433058","0.86"
"2025-10-03T20:42:33.554Z","On-Demand","claude-4.5-sonnet","No","187446","112224","1223787","4612","1528069","1.20"
"2025-10-03T20:35:21.268Z","On-Demand","claude-4.5-sonnet","No","126259","280929","1497855","22203","1927246","1.25"
"2025-10-03T20:31:42.237Z","On-Demand","claude-4.5-sonnet","No","21218","125160","1359394","3106","1508878","0.61"
"2025-10-03T20:29:44.686Z","On-Demand","claude-4.5-sonnet","No","8230","106065","941148","19195","1074638","0.48"
"2025-10-03T20:27:20.738Z","On-Demand","claude-4.5-sonnet","No","143969","101568","899913","4870","1150320","0.93"
"2025-10-03T20:25:55.411Z","On-Demand","claude-4.5-sonnet","No","22555","109285","901654","3365","1036859","0.48"
"2025-10-03T20:22:37.871Z","On-Demand","claude-4.5-sonnet","No","17067","103119","1687315","5643","1813144","0.77"
"2025-10-03T20:21:49.384Z","On-Demand","claude-4.5-sonnet","No","0","0","0","0","0","0.00"
"2025-10-03T20:21:29.659Z","Errored, Not Charged","claude-4.5-sonnet","No","90805","71096","108001","388","270290","0.40"
"2025-10-03T20:20:29.178Z","On-Demand","claude-4.5-sonnet","No","9079","97246","966559","5927","1078811","0.46"
"2025-10-03T20:17:59.911Z","On-Demand","claude-4.5-sonnet","No","124371","86116","929699","3636","1143822","0.81"
"2025-10-03T20:14:43.031Z","Errored, Not Charged","claude-4.5-sonnet","No","10061","68223","187217","567","266068","0.12"
"2025-10-03T20:13:07.493Z","On-Demand","claude-4.5-sonnet","No","88574","140092","429600","1453","659719","0.58"
"2025-10-03T20:11:20.052Z","On-Demand","claude-4.5-sonnet","No","6700","123740","1085600","2119","1218159","0.47"
"2025-10-03T20:10:13.154Z","Errored, Not Charged","claude-4.5-sonnet","No","17729","110627","858544","3086","989986","0.43"
"2025-10-03T20:07:53.330Z","On-Demand","claude-4.5-sonnet","No","13379","108198","1040935","3298","1165810","0.50"
"2025-10-03T20:05:42.102Z","On-Demand","claude-4.5-sonnet","No","221055","147561","1163425","3797","1535838","1.34"
"2025-10-03T20:04:37.313Z","Errored, Not Charged","claude-4.5-sonnet","No","13337","122892","801376","3181","940786","0.38"
"2025-10-03T20:00:58.068Z","On-Demand","claude-4.5-sonnet","No","22134","138742","1136771","7920","1305567","0.67"
"2025-10-03T19:57:29.448Z","On-Demand","claude-4.5-sonnet","No","15927","113646","488259","3717","621549","0.34"
"2025-10-03T19:56:14.253Z","On-Demand","claude-4.5-sonnet","No","119275","17804","1344760","6115","1487954","1.00"
"2025-10-03T19:54:35.442Z","On-Demand","claude-4.5-sonnet","No","8031","22552","433066","3586","467235","0.28"
"2025-10-03T19:51:25.299Z","On-Demand","claude-4.5-sonnet","No","33007","35644","1165294","3063","1237008","0.63"
"2025-10-03T19:49:57.044Z","On-Demand","claude-4.5-sonnet","No","66114","4909","329659","1843","402525","0.39"
"2025-10-03T19:47:28.541Z","Errored, Not Charged","claude-4.5-sonnet","No","92121","50249","1224267","4791","1371428","0.94"
"2025-10-03T19:41:01.623Z","On-Demand","claude-4.5-sonnet","No","52533","21349","926720","1920","1002522","0.57"
"2025-10-03T19:39:27.861Z","Errored, Not Charged","claude-4.5-sonnet","No","14554","39410","764563","2740","821267","0.44"
"2025-10-03T19:33:37.668Z","On-Demand","claude-4.5-sonnet","No","29944","39257","1607550","13436","1690187","0.91"
"2025-10-03T19:32:43.170Z","On-Demand","claude-4.5-sonnet","No","17044","16865","714636","4623","753168","0.40"
"2025-10-03T19:30:37.322Z","On-Demand","claude-4.5-sonnet","No","24932","22054","128730","2226","177942","0.23"
"2025-10-03T19:29:59.875Z","On-Demand","claude-4.5-sonnet","No","8256","12142","449682","2428","472508","0.24"
"2025-10-03T19:29:17.255Z","Errored, Not Charged","claude-4.5-sonnet","No","1022","1678","82263","168","85131","0.04"
"2025-10-03T19:28:07.730Z","On-Demand","claude-4.5-sonnet","No","17267","17980","506085","6602","547934","0.37"
"2025-10-03T19:26:56.706Z","On-Demand","claude-4.5-sonnet","No","8803","968","154862","1857","166490","0.11"
"2025-10-03T19:24:28.888Z","On-Demand","claude-4.5-sonnet","No","4217","8873","305026","8760","326876","0.27"
"2025-10-03T19:23:27.545Z","On-Demand","claude-4.5-sonnet","No","73010","20872","733940","5555","833377","0.64"
"2025-10-03T19:20:28.527Z","On-Demand","claude-4.5-sonnet","No","141392","23688","732726","2530","900336","0.86"
"2025-10-03T19:15:37.469Z","On-Demand","claude-4.5-sonnet","No","14772","18571","430924","2444","466711","0.28"
"2025-10-03T19:12:02.513Z","On-Demand","claude-4.5-sonnet","No","124392","8791","1051676","3106","1187965","0.85"
"2025-10-03T19:10:48.885Z","On-Demand","claude-4.5-sonnet","No","21847","14548","426864","2634","465893","0.29"
"2025-10-03T19:09:14.799Z","Errored, Not Charged","claude-4.5-sonnet","No","11079","19063","285024","7087","322253","0.29"
"2025-10-03T19:07:52.960Z","On-Demand","claude-4.5-sonnet","No","9650","3672","50137","2160","65619","0.09"
"2025-10-03T19:06:37.191Z","On-Demand","claude-4.5-sonnet","No","11134","9088","29546","5921","55689","0.17"
"2025-10-03T18:54:29.471Z","On-Demand","claude-4.5-sonnet","No","12890","19612","1547714","3140","1583356","0.62"
"2025-10-03T18:49:25.985Z","On-Demand","claude-4.5-sonnet","No","14221","31340","1220653","6459","1272673","0.61"
"2025-10-03T18:48:50.519Z","Errored, Not Charged","claude-4.5-sonnet","No","0","0","0","0","0","0.00"
"2025-10-03T18:44:27.471Z","On-Demand","claude-4.5-sonnet","No","10252","28837","1308820","6342","1354251","0.61"
"2025-10-03T18:42:56.554Z","On-Demand","claude-4.5-sonnet","No","8829","7556","635198","2632","654215","0.29"
"2025-10-03T18:39:52.667Z","On-Demand","claude-4.5-sonnet","No","6292","20973","723018","3698","753981","0.36"
"2025-10-03T18:38:30.772Z","On-Demand","claude-4.5-sonnet","No","58380","15997","652069","3693","730139","0.52"
"2025-10-03T18:33:20.321Z","On-Demand","claude-4.5-sonnet","No","38260","23146","126529","10799","198734","0.41"
"2025-10-03T18:29:32.357Z","On-Demand","claude-4.5-sonnet","No","8079","7006","145094","2598","162777","0.13"
"2025-10-03T18:28:03.051Z","Included","auto","No","0","7480","0","40","7520","0.01"
"2025-10-03T18:25:42.039Z","On-Demand","claude-4.5-sonnet","No","16845","1607","35317","1159","54928","0.10"
"2025-10-03T17:59:54.341Z","Errored, Not Charged","claude-4.5-sonnet","No","28053","3","9253","330","37639","0.11"
"2025-10-03T16:32:51.643Z","On-Demand","claude-4.5-sonnet","No","196540","5997","135230","1696","339463","0.82"
"2025-10-03T16:18:42.000Z","On-Demand","claude-4.5-sonnet","No","156908","7912","507584","1936","674340","0.79"
"2025-10-03T16:09:37.124Z","On-Demand","claude-4.5-sonnet","No","152943","17218","1277560","3377","1451098","1.06"
"2025-10-03T16:06:15.047Z","On-Demand","claude-4.5-sonnet","No","8815","14071","735497","5111","763494","0.37"
"2025-10-03T16:04:25.704Z","On-Demand","claude-4.5-sonnet","No","5254","7626","854155","2088","869123","0.33"
"2025-10-03T16:00:23.162Z","On-Demand","claude-4.5-sonnet","No","129339","7703","284756","2189","423987","0.63"
"2025-10-03T15:44:46.607Z","On-Demand","claude-4.5-sonnet","No","240552","13742","148946","3994","407234","1.05"
"2025-10-03T15:28:43.059Z","On-Demand","claude-4.5-sonnet","No","112627","43241","1189564","5807","1351239","1.00"
"2025-10-03T15:21:38.335Z","On-Demand","claude-4.5-sonnet","No","97511","5350","329380","1346","433587","0.50"
"2025-10-03T15:21:29.280Z","Aborted, Not Charged","claude-4.5-sonnet","No","0","0","0","0","0","0.00"
"2025-10-03T15:14:33.475Z","On-Demand","claude-4.5-sonnet","No","102639","10630","518650","1472","633391","0.59"
"2025-10-03T15:13:16.554Z","On-Demand","claude-4.5-sonnet","No","86509","28704","679313","3645","798171","0.67"
"2025-10-03T15:06:58.203Z","On-Demand","claude-4.5-sonnet","No","11972","18147","415869","4453","450441","0.29"
"2025-10-03T15:02:09.937Z","On-Demand","claude-4.5-sonnet","No","3619","4957","308379","1689","318644","0.15"
"2025-10-03T15:02:01.370Z","Errored, Not Charged","claude-4.5-sonnet","No","0","0","0","0","0","0.00"
"2025-10-03T14:52:51.264Z","On-Demand","claude-4.5-sonnet","No","2794","2509","294798","919","301020","0.12"
"2025-10-03T14:51:56.223Z","On-Demand","claude-4.5-sonnet","No","62787","4603","225373","648","293411","0.33"
"2025-10-03T14:28:14.263Z","On-Demand","claude-4.5-sonnet","No","60038","19843","451444","6399","537724","0.52"
"2025-10-03T11:36:05.706Z","On-Demand","claude-4.5-sonnet","No","49350","26792","408079","5280","489501","0.47"
"2025-10-03T11:26:21.989Z","On-Demand","claude-4.5-sonnet","No","32625","243449","85416","7325","368815","0.29"
"2025-10-03T07:38:04.069Z","On-Demand","claude-4.5-sonnet","No","3100","1683","257164","601","262548","0.10"
"2025-10-03T07:35:30.940Z","On-Demand","claude-4.5-sonnet","No","6058","5189","657381","3011","671639","0.28"
"2025-10-03T07:34:17.430Z","On-Demand","claude-4.5-sonnet","No","2914","3517","248062","1163","255656","0.11"
"2025-10-03T07:33:14.289Z","On-Demand","claude-4.5-sonnet","No","71677","6731","406169","2179","486756","0.44"
"2025-10-03T07:29:33.185Z","On-Demand","claude-4.5-sonnet","No","7445","7573","1135440","3824","1154282","0.45"
"2025-10-03T07:27:07.650Z","On-Demand","claude-4.5-sonnet","No","90821","9154","766347","2780","869102","0.64"
"2025-10-03T07:25:50.298Z","On-Demand","claude-4.5-sonnet","No","66218","6021","231604","1808","305651","0.36"
"2025-10-02T21:18:02.581Z","On-Demand","claude-4.5-sonnet","No","60890","8582","275527","3401","348400","0.39"
"2025-10-02T21:17:45.028Z","Aborted, Not Charged","claude-4.5-sonnet","No","0","0","0","0","0","0.00"
"2025-10-02T21:14:25.147Z","On-Demand","claude-4.5-sonnet","No","3406","3790","527618","1085","535899","0.20"
"2025-10-02T21:11:14.981Z","Errored, Not Charged","claude-4.5-sonnet","No","76998","2908","178654","572","259132","0.36"
"2025-10-02T21:08:42.725Z","Included","auto","No","0","6335","0","37","6372","0.01"
"2025-10-02T21:08:26.287Z","Included","auto","No","0","6329","0","37","6366","0.01"
"2025-10-02T21:02:49.821Z","On-Demand","claude-4.5-sonnet","No","57451","37678","1799688","7469","1902286","0.98"
"2025-10-02T21:02:31.247Z","Errored, Not Charged","claude-4.5-sonnet","No","158433","1768","9253","326","169780","0.61"
"2025-10-02T21:01:56.325Z","Errored, Not Charged","claude-4.5-sonnet","No","0","0","0","0","0","0.00"
"2025-10-02T20:58:11.685Z","On-Demand","claude-4.5-sonnet","No","4544","3603","238220","1196","247563","0.12"
"2025-10-02T20:55:15.701Z","On-Demand","claude-4.5-sonnet","No","157431","4640","1155586","2238","1319895","0.98"
"2025-10-02T20:53:53.400Z","On-Demand","claude-4.5-sonnet","No","2365","2632","229859","1131","235987","0.10"
"2025-10-02T20:51:01.830Z","On-Demand","claude-4.5-sonnet","No","4510","5712","581015","2185","593422","0.24"
"2025-10-02T20:49:14.814Z","On-Demand","claude-4.5-sonnet","No","61353","5567","347562","1524","416006","0.37"
"2025-10-02T20:47:52.686Z","On-Demand","claude-4.5-sonnet","No","151899","6107","956870","2137","1117013","0.91"
"2025-10-02T20:44:44.791Z","On-Demand","claude-4.5-sonnet","No","3145","3205","375215","964","382529","0.15"
"2025-10-02T20:42:57.075Z","On-Demand","claude-4.5-sonnet","No","5550","4712","231088","998","242348","0.12"
"2025-10-02T20:39:03.445Z","On-Demand","claude-4.5-sonnet","No","46434","6586","269691","1419","324130","0.30"
"2025-10-02T20:37:28.862Z","On-Demand","claude-4.5-sonnet","No","6459","5659","750925","3231","766274","0.31"
"2025-10-02T20:33:26.971Z","On-Demand","claude-4.5-sonnet","No","439999","8835","359392","1745","809971","1.81"
"2025-10-02T20:28:11.009Z","On-Demand","claude-4.5-sonnet","No","16706","16291","325380","2973","361350","0.25"
"2025-10-02T20:26:05.662Z","On-Demand","claude-4.5-sonnet","No","154605","7795","493116","1440","656956","0.77"
"2025-10-02T20:20:19.043Z","On-Demand","claude-4.5-sonnet","No","34988","10952","1003188","1584","1050712","0.49"
"2025-10-02T20:11:09.543Z","On-Demand","claude-4.5-sonnet","No","31559","30117","1449358","3687","1514721","0.70"
"2025-10-02T20:09:00.713Z","On-Demand","claude-4.5-sonnet","No","118494","5272","9253","396","133415","0.47"
"2025-10-02T20:06:51.491Z","On-Demand","claude-4.5-sonnet","No","291295","11728","935848","3905","1242776","1.47"
"2025-10-02T20:05:16.722Z","Errored, Not Charged","claude-4.5-sonnet","No","0","0","0","0","0","0.00"
"2025-10-02T19:51:47.383Z","On-Demand","claude-4.5-sonnet","No","14553","6261","709021","3224","733059","0.33"
"2025-10-02T19:50:11.870Z","Errored, Not Charged","claude-4.5-sonnet","No","257976","10438","427924","1529","697867","1.15"
"2025-10-02T19:43:21.045Z","On-Demand","claude-4.5-sonnet","No","249479","8178","670850","1701","930208","1.19"
"2025-10-02T19:38:59.786Z","On-Demand","claude-4.5-sonnet","No","118494","5159","135109","1643","260405","0.53"
"2025-10-02T19:29:25.947Z","On-Demand","claude-4.5-sonnet","No","118294","22269","352816","3038","496417","0.66"
"2025-10-02T19:28:03.713Z","On-Demand","claude-4.5-sonnet","No","101692","2128","9253","303","113376","0.40"
"2025-10-02T19:27:21.553Z","On-Demand","claude-4.5-sonnet","No","17410","14065","803632","4763","839870","0.42"
"2025-10-02T19:26:18.336Z","Errored, Not Charged","claude-4.5-sonnet","No","197905","10342","444446","2406","655099","0.94"
"2025-10-02T19:18:22.028Z","On-Demand","claude-4.5-sonnet","No","87427","40440","1892484","14353","2034704","1.23"
"2025-10-02T18:57:56.975Z","On-Demand","claude-4.5-sonnet","No","101692","10908","322671","1845","437116","0.54"
"2025-10-02T18:56:11.714Z","On-Demand","claude-4.5-sonnet","No","600929","30693","504946","8329","1144897","2.61"
"2025-10-02T18:51:11.324Z","Errored, Not Charged","claude-4.5-sonnet","No","23473","15809","1369372","11898","1420552","0.72"
"2025-10-02T18:47:51.819Z","On-Demand","claude-4.5-sonnet","No","8761","19169","828644","6393","862967","0.43"
"2025-10-02T18:46:45.923Z","On-Demand","claude-4.5-sonnet","No","270608","17007","865834","6336","1159785","1.42"
"2025-10-02T18:42:56.518Z","Errored, Not Charged","claude-4.5-sonnet","No","42452","28567","642753","6970","720742","0.54"
"2025-10-02T18:40:05.101Z","On-Demand","claude-4.5-sonnet","No","103094","13009","290406","2017","408526","0.54"
"2025-10-02T18:33:04.328Z","On-Demand","claude-4.5-sonnet","No","145735","25765","1544061","9315","1724876","1.23"
"2025-10-02T18:32:24.620Z","On-Demand","claude-4.5-sonnet","No","60300","37510","405247","4236","507293","0.52"
"2025-10-02T18:29:12.045Z","On-Demand","claude-4.5-sonnet","No","15206","6635","758816","1176","781833","0.32"
"2025-10-02T18:27:17.868Z","On-Demand","claude-4.5-sonnet","No","192812","24762","525484","6574","749632","1.05"
"2025-10-02T18:25:43.426Z","Errored, Not Charged","claude-4.5-sonnet","No","47702","25333","631793","5038","709866","0.52"
"2025-10-02T18:24:27.806Z","On-Demand","claude-4.5-sonnet","No","227324","23179","1082505","2701","1335709","1.29"
"2025-10-02T18:18:37.960Z","On-Demand","claude-4.5-sonnet","No","47988","81659","874306","15467","1019420","0.92"
"2025-10-02T18:15:56.432Z","On-Demand","claude-4.5-sonnet","No","268187","15389","801218","3081","1087875","1.34"
"2025-10-02T18:14:19.880Z","On-Demand","claude-4.5-sonnet","No","109483","6006","441181","798","557468","0.57"
"2025-10-02T18:10:51.892Z","On-Demand","claude-4.5-sonnet","No","94513","13404","722195","2023","832135","0.64"
"2025-10-02T18:09:38.419Z","On-Demand","claude-4.5-sonnet","No","15408","28643","1127619","3327","1174997","0.53"
